kind,identifier,name,source,license,url,description,chromosome
Biological Process,GO:0090204,protein localization to nuclear pore,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090204,,
Biological Process,GO:0010980,positive regulation of vitamin D 24-hydroxylase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0010980,,
Biological Process,GO:2000739,regulation of mesenchymal stem cell differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000739,,
Biological Process,GO:2000138,positive regulation of cell proliferation involved in heart morphogenesis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000138,,
Biological Process,GO:0090077,foam cell differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090077,,
Biological Process,GO:0060080,inhibitory postsynaptic potential,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060080,,
Biological Process,GO:0060964,regulation of gene silencing by miRNA,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060964,,
Biological Process,GO:0071931,positive regulation of transcription involved in G1/S transition of mitotic cell cycle,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071931,,
Biological Process,GO:0000963,mitochondrial RNA processing,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0000963,,
Biological Process,GO:0010838,positive regulation of keratinocyte proliferation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0010838,,
Biological Process,GO:0060849,regulation of transcription involved in lymphatic endothelial cell fate commitment,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060849,,
Biological Process,GO:0060686,negative regulation of prostatic bud formation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060686,,
Biological Process,GO:0090305,nucleic acid phosphodiester bond hydrolysis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090305,,
Biological Process,GO:0015846,polyamine transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015846,,
Biological Process,GO:0006482,protein demethylation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006482,,
Biological Process,GO:0048711,positive regulation of astrocyte differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048711,,
Biological Process,GO:0052204,negative regulation of molecular function in other organism involved in symbiotic interaction,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0052204,,
Biological Process,GO:0097264,self proteolysis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0097264,,
Biological Process,GO:1903039,positive regulation of leukocyte cell-cell adhesion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1903039,,
Biological Process,GO:0007584,response to nutrient,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007584,,
Biological Process,GO:0030218,erythrocyte differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030218,,
Biological Process,GO:0035249,"synaptic transmission, glutamatergic",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035249,,
Biological Process,GO:0019563,glycerol catabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019563,,
Biological Process,GO:0071655,regulation of granulocyte colony-stimulating factor production,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071655,,
Biological Process,GO:2001273,regulation of glucose import in response to insulin stimulus,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2001273,,
Biological Process,GO:0044256,protein digestion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0044256,,
Biological Process,GO:1904064,positive regulation of cation transmembrane transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1904064,,
Biological Process,GO:0071724,response to diacyl bacterial lipopeptide,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071724,,
Biological Process,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0045197,,
Biological Process,GO:0036503,ERAD pathway,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0036503,,
Biological Process,GO:0006368,transcription elongation from RNA polymerase II promoter,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006368,,
Biological Process,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060261,,
Biological Process,GO:0016557,peroxisome membrane biogenesis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016557,,
Biological Process,GO:0048639,positive regulation of developmental growth,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048639,,
Biological Process,GO:0042996,regulation of Golgi to plasma membrane protein transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0042996,,
Biological Process,GO:0030834,regulation of actin filament depolymerization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030834,,
Biological Process,GO:2000724,positive regulation of cardiac vascular smooth muscle cell differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000724,,
Biological Process,GO:0032535,regulation of cellular component size,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032535,,
Biological Process,GO:0072110,glomerular mesangial cell proliferation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0072110,,
Biological Process,GO:0002906,negative regulation of mature B cell apoptotic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0002906,,
Biological Process,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0097192,,
Biological Process,GO:0002667,regulation of T cell anergy,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0002667,,
Biological Process,GO:1904304,regulation of gastro-intestinal system smooth muscle contraction,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1904304,,
Biological Process,GO:0035729,cellular response to hepatocyte growth factor stimulus,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035729,,
Biological Process,GO:0001553,luteinization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0001553,,
Biological Process,GO:0048625,myoblast fate commitment,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048625,,
Biological Process,GO:2000064,regulation of cortisol biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000064,,
Biological Process,GO:0061073,ciliary body morphogenesis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061073,,
Biological Process,GO:0001866,NK T cell proliferation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0001866,,
Biological Process,GO:0017144,drug metabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0017144,,
Biological Process,GO:0032673,regulation of interleukin-4 production,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032673,,
Biological Process,GO:2000744,positive regulation of anterior head development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000744,,
Biological Process,GO:0010730,negative regulation of hydrogen peroxide biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0010730,,
Biological Process,GO:0048499,synaptic vesicle membrane organization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048499,,
Biological Process,GO:0061572,actin filament bundle organization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061572,,
Biological Process,GO:0086019,cell-cell signaling involved in cardiac conduction,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0086019,,
Biological Process,GO:0048839,inner ear development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048839,,
Biological Process,GO:0033083,regulation of immature T cell proliferation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0033083,,
Biological Process,GO:0006168,adenine salvage,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006168,,
Biological Process,GO:0071733,transcriptional activation by promoter-enhancer looping,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071733,,
Biological Process,GO:0072584,caveolin-mediated endocytosis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0072584,,
Biological Process,GO:0035634,response to stilbenoid,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035634,,
Biological Process,GO:0019408,dolichol biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019408,,
Biological Process,GO:1901315,negative regulation of histone H2A K63-linked ubiquitination,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1901315,,
Biological Process,GO:0036492,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0036492,,
Biological Process,GO:0010744,positive regulation of macrophage derived foam cell differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0010744,,
Biological Process,GO:0033160,"positive regulation of protein import into nucleus, translocation",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0033160,,
Biological Process,GO:0001934,positive regulation of protein phosphorylation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0001934,,
Biological Process,GO:1902932,positive regulation of alcohol biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1902932,,
Biological Process,GO:0071033,nuclear retention of pre-mRNA at the site of transcription,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071033,,
Biological Process,GO:0046883,regulation of hormone secretion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046883,,
Biological Process,GO:0005979,regulation of glycogen biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005979,,
Biological Process,GO:0071676,negative regulation of mononuclear cell migration,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071676,,
Biological Process,GO:0019317,fucose catabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019317,,
Biological Process,GO:0010565,regulation of cellular ketone metabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0010565,,
Biological Process,GO:0003279,cardiac septum development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003279,,
Biological Process,GO:0044869,negative regulation by host of viral exo-alpha-sialidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0044869,,
Biological Process,GO:0009948,anterior/posterior axis specification,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0009948,,
Biological Process,GO:0034508,centromere complex assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034508,,
Biological Process,GO:0050820,positive regulation of coagulation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0050820,,
Biological Process,GO:0043545,molybdopterin cofactor metabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043545,,
Biological Process,GO:0046885,regulation of hormone biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046885,,
Biological Process,GO:0007113,endomitotic cell cycle,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007113,,
Biological Process,GO:0051970,negative regulation of transmission of nerve impulse,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051970,,
Biological Process,GO:0043474,pigment metabolic process involved in pigmentation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043474,,
Biological Process,GO:0071542,dopaminergic neuron differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071542,,
Biological Process,GO:0070842,aggresome assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0070842,,
Biological Process,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0002204,,
Biological Process,GO:0014738,regulation of muscle hyperplasia,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0014738,,
Biological Process,GO:0097021,lymphocyte migration into lymphoid organs,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0097021,,
Biological Process,GO:0003190,atrioventricular valve formation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003190,,
Biological Process,GO:0080154,regulation of fertilization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0080154,,
Biological Process,GO:0031333,negative regulation of protein complex assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0031333,,
Biological Process,GO:1900451,positive regulation of glutamate receptor signaling pathway,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1900451,,
Biological Process,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1900740,,
Biological Process,GO:0014805,smooth muscle adaptation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0014805,,
Biological Process,GO:0006896,Golgi to vacuole transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006896,,
Biological Process,GO:0060971,embryonic heart tube left/right pattern formation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060971,,
Biological Process,GO:0032058,positive regulation of translational initiation in response to stress,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032058,,
Biological Process,GO:0019218,regulation of steroid metabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019218,,
Biological Process,GO:0016062,adaptation of rhodopsin mediated signaling,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016062,,
Biological Process,GO:1903828,negative regulation of cellular protein localization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1903828,,
Biological Process,GO:0034755,iron ion transmembrane transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034755,,
Biological Process,GO:1904882,regulation of telomerase catalytic core complex assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1904882,,
Biological Process,GO:0051466,positive regulation of corticotropin-releasing hormone secretion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051466,,
Biological Process,GO:0070837,dehydroascorbic acid transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0070837,,
Biological Process,GO:0071712,ER-associated misfolded protein catabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071712,,
Biological Process,GO:0035754,B cell chemotaxis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035754,,
Biological Process,GO:0097274,urea homeostasis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0097274,,
Biological Process,GO:0006880,intracellular sequestering of iron ion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006880,,
Biological Process,GO:1902115,regulation of organelle assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1902115,,
Biological Process,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006120,,
Biological Process,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0000479,,
Biological Process,GO:0071461,cellular response to redox state,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071461,,
Biological Process,GO:0090130,tissue migration,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090130,,
Biological Process,GO:0019049,evasion or tolerance of host defenses by virus,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019049,,
Biological Process,GO:0060676,ureteric bud formation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0060676,,
Biological Process,GO:0061029,eyelid development in camera-type eye,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061029,,
Biological Process,GO:0006703,estrogen biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006703,,
Biological Process,GO:0061582,intestinal epithelial cell migration,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061582,,
Biological Process,GO:0009214,cyclic nucleotide catabolic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0009214,,
Biological Process,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000343,,
Biological Process,GO:0072107,positive regulation of ureteric bud formation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0072107,,
Biological Process,GO:0061298,retina vasculature development in camera-type eye,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061298,,
Biological Process,GO:0001763,morphogenesis of a branching structure,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0001763,,
Biological Process,GO:0003348,cardiac endothelial cell differentiation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003348,,
Biological Process,GO:1901031,regulation of response to reactive oxygen species,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1901031,,
Biological Process,GO:0090365,regulation of mRNA modification,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090365,,
Biological Process,GO:0071466,cellular response to xenobiotic stimulus,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071466,,
Biological Process,GO:0002323,natural killer cell activation involved in immune response,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0002323,,
Biological Process,GO:0030838,positive regulation of actin filament polymerization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030838,,
Biological Process,GO:0019413,acetate biosynthetic process,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019413,,
Biological Process,GO:0035926,chemokine (C-C motif) ligand 2 secretion,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035926,,
Biological Process,GO:0016568,chromatin modification,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016568,,
Biological Process,GO:1903553,positive regulation of extracellular exosome assembly,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1903553,,
Biological Process,GO:0071695,anatomical structure maturation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071695,,
Biological Process,GO:0007267,cell-cell signaling,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007267,,
Biological Process,GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0006296,,
Biological Process,GO:2000583,regulation of platelet-derived growth factor receptor-alpha signaling pathway,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_2000583,,
Biological Process,GO:0072136,metanephric mesenchymal cell proliferation involved in metanephros development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0072136,,
Biological Process,GO:0021557,oculomotor nerve development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0021557,,
Biological Process,GO:0061031,endodermal digestive tract morphogenesis,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061031,,
Biological Process,GO:0090241,negative regulation of histone H4 acetylation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0090241,,
Biological Process,GO:0051683,establishment of Golgi localization,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051683,,
Biological Process,GO:0045060,negative thymic T cell selection,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0045060,,
Biological Process,GO:0007260,tyrosine phosphorylation of STAT protein,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007260,,
Biological Process,GO:0007252,I-kappaB phosphorylation,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007252,,
Biological Process,GO:0046902,regulation of mitochondrial membrane permeability,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046902,,
Biological Process,GO:0007497,posterior midgut development,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0007497,,
Biological Process,GO:0030514,negative regulation of BMP signaling pathway,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030514,,
Biological Process,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061081,,
Biological Process,GO:0048552,regulation of metalloenzyme activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048552,,
Biological Process,GO:0032373,positive regulation of sterol transport,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032373,,
