kind,identifier,name,source,license,url,description,chromosome
Gene,717,C2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/717,complement component 2,6
Gene,57464,STRIP2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/57464,striatin interacting protein 2,7
Gene,84239,ATP13A4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84239,ATPase type 13A4,3
Gene,29948,OSGIN1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/29948,oxidative stress induced growth inhibitor 1,16
Gene,23223,RRP12,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/23223,ribosomal RNA processing 12 homolog (S. cerevisiae),10
Gene,7709,ZBTB17,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7709,zinc finger and BTB domain containing 17,1
Gene,125893,ZNF816,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/125893,zinc finger protein 816,19
Gene,362,AQP5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/362,aquaporin 5,12
Gene,80196,RNF34,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/80196,"ring finger protein 34, E3 ubiquitin protein ligase",12
Gene,27121,DKK4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/27121,dickkopf WNT signaling pathway inhibitor 4,8
Gene,9521,EEF1E1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9521,eukaryotic translation elongation factor 1 epsilon 1,6
Gene,2796,GNRH1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2796,gonadotropin-releasing hormone 1 (luteinizing-releasing hormone),8
Gene,79577,CDC73,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/79577,cell division cycle 73,1
Gene,51191,HERC5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51191,HECT and RLD domain containing E3 ubiquitin protein ligase 5,4
Gene,5494,PPM1A,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5494,"protein phosphatase, Mg2+/Mn2+ dependent, 1A",14
Gene,54897,CASZ1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/54897,castor zinc finger 1,1
Gene,219469,OR8H1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/219469,"olfactory receptor, family 8, subfamily H, member 1",11
Gene,222696,ZSCAN23,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/222696,zinc finger and SCAN domain containing 23,6
Gene,26511,CHIC2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/26511,cysteine-rich hydrophobic domain 2,4
Gene,2208,FCER2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2208,"Fc fragment of IgE, low affinity II, receptor for (CD23)",19
Gene,79005,SCNM1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/79005,sodium channel modifier 1,1
Gene,121278,TPH2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/121278,tryptophan hydroxylase 2,12
Gene,8330,HIST1H2AK,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8330,"histone cluster 1, H2ak",6
Gene,1605,DAG1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/1605,dystroglycan 1 (dystrophin-associated glycoprotein 1),3
Gene,11004,KIF2C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/11004,kinesin family member 2C,1
Gene,30836,DNTTIP2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/30836,"deoxynucleotidyltransferase, terminal, interacting protein 2",1
Gene,102725035,LOC102725035,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/102725035,leukocyte immunoglobulin-like receptor subfamily B member 3,19
Gene,284612,SYPL2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/284612,synaptophysin-like 2,1
Gene,6954,TCP11,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/6954,"t-complex 11, testis-specific",6
Gene,28990,ASTE1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/28990,asteroid homolog 1 (Drosophila),3
Gene,4303,FOXO4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/4303,forkhead box O4,X
Gene,89857,KLHL6,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/89857,kelch-like family member 6,3
Gene,79665,DHX40,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/79665,DEAH (Asp-Glu-Ala-His) box polypeptide 40,17
Gene,25923,ATL3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/25923,atlastin GTPase 3,11
Gene,10409,BASP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10409,"brain abundant, membrane attached signal protein 1",5
Gene,3684,ITGAM,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/3684,"integrin, alpha M (complement component 3 receptor 3 subunit)",16
Gene,9806,SPOCK2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9806,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",10
Gene,2041,EPHA1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2041,EPH receptor A1,7
Gene,391004,PRAMEF17,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/391004,PRAME family member 17,1
Gene,84944,MAEL,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84944,maelstrom spermatogenic transposon silencer,1
Gene,146227,BEAN1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/146227,"brain expressed, associated with NEDD4, 1",16
Gene,6382,SDC1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/6382,syndecan 1,2
Gene,5763,PTMS,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5763,parathymosin,12
Gene,158471,PRUNE2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/158471,prune homolog 2 (Drosophila),9
Gene,3096,HIVEP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/3096,human immunodeficiency virus type I enhancer binding protein 1,6
Gene,100289678,ZNF783,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/100289678,zinc finger family member 783,7
Gene,79893,GGNBP2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/79893,gametogenetin binding protein 2,17
Gene,9218,VAPA,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9218,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",18
Gene,1469,CST1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/1469,cystatin SN,20
Gene,51491,NOP16,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51491,NOP16 nucleolar protein,5
Gene,102724164,LOC102724164,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/102724164,uncharacterized LOC102724164,17
Gene,101929983,LOC101929983,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/101929983,PRAME family member 9/15-like,1
Gene,128272,ARHGEF19,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/128272,Rho guanine nucleotide exchange factor (GEF) 19,1
Gene,374918,IGFL1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/374918,IGF-like family member 1,19
Gene,57613,KIAA1467,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/57613,KIAA1467,12
Gene,93145,OLFM2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/93145,olfactomedin 2,19
Gene,389813,C9orf172,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/389813,chromosome 9 open reading frame 172,9
Gene,285500,LOC285500,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/285500,uncharacterized LOC285500,4
Gene,5191,PEX7,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5191,peroxisomal biogenesis factor 7,6
Gene,7580,ZNF32,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7580,zinc finger protein 32,10
Gene,80329,ULBP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/80329,UL16 binding protein 1,6
Gene,11278,KLF12,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/11278,Kruppel-like factor 12,13
Gene,130367,SGPP2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/130367,sphingosine-1-phosphate phosphatase 2,2
Gene,9670,IPO13,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9670,importin 13,1
Gene,84515,MCM8,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84515,minichromosome maintenance complex component 8,20
Gene,79726,WDR59,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/79726,WD repeat domain 59,16
Gene,645263,LOC645263,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/645263,hCG1793639,15
Gene,9051,PSTPIP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9051,proline-serine-threonine phosphatase interacting protein 1,15
Gene,278,AMY1C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/278,"amylase, alpha 1C (salivary)",1
Gene,7270,TTF1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7270,"transcription termination factor, RNA polymerase I",9
Gene,284309,ZNF776,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/284309,zinc finger protein 776,19
Gene,144448,TSPAN19,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/144448,tetraspanin 19,12
Gene,5627,PROS1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5627,protein S (alpha),3
Gene,5008,OSM,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5008,oncostatin M,22
Gene,203569,PAGE2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/203569,"P antigen family, member 2 (prostate associated)",X
Gene,554282,FAM72C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/554282,"family with sequence similarity 72, member C",1
Gene,11130,ZWINT,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/11130,ZW10 interacting kinetochore protein,10
Gene,2357,FPR1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2357,formyl peptide receptor 1,19
Gene,8479,HIRIP3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8479,HIRA interacting protein 3,16
Gene,1738,DLD,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/1738,dihydrolipoamide dehydrogenase,7
Gene,51760,SYT17,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51760,synaptotagmin XVII,16
Gene,94033,FTMT,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/94033,ferritin mitochondrial,5
Gene,347404,LANCL3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/347404,LanC lantibiotic synthetase component C-like 3 (bacterial),X
Gene,84641,HIATL1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84641,hippocampus abundant transcript-like 1,9
Gene,389058,SP5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/389058,Sp5 transcription factor,2
Gene,7103,TSPAN8,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7103,tetraspanin 8,12
Gene,57125,PLXDC1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/57125,plexin domain containing 1,17
Gene,4436,MSH2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/4436,mutS homolog 2,2
Gene,54458,PRR13,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/54458,proline rich 13,12
Gene,221078,NSUN6,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/221078,"NOP2/Sun domain family, member 6",10
Gene,26056,RAB11FIP5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/26056,RAB11 family interacting protein 5 (class I),2
Gene,10558,SPTLC1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10558,"serine palmitoyltransferase, long chain base subunit 1",9
Gene,3817,KLK2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/3817,kallikrein-related peptidase 2,19
Gene,9939,RBM8A,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9939,RNA binding motif protein 8A,1
Gene,285800,PRR18,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/285800,proline rich 18,6
Gene,547,KIF1A,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/547,kinesin family member 1A,2
Gene,84069,PLEKHN1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84069,"pleckstrin homology domain containing, family N member 1",1
Gene,23053,ZSWIM8,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/23053,"zinc finger, SWIM-type containing 8",10
Gene,6515,SLC2A3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/6515,"solute carrier family 2 (facilitated glucose transporter), member 3",12
Gene,283554,GPR137C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/283554,G protein-coupled receptor 137C,14
Gene,5896,RAG1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5896,recombination activating gene 1,11
Gene,101927751,LOC101927751,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/101927751,E3 ubiquitin-protein ligase RING1-like,15
Gene,728661,SLC35E2B,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/728661,"solute carrier family 35, member E2B",1
Gene,9367,RAB9A,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9367,"RAB9A, member RAS oncogene family",X
Gene,2626,GATA4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2626,GATA binding protein 4,8
Gene,341567,H1FNT,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/341567,"H1 histone family, member N, testis-specific",12
Gene,105372496,LOC105372496,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/105372496,uncharacterized LOC105372496,20
Gene,1978,EIF4EBP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/1978,eukaryotic translation initiation factor 4E binding protein 1,8
Gene,8748,ADAM20,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8748,ADAM metallopeptidase domain 20,14
Gene,999,CDH1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/999,"cadherin 1, type 1, E-cadherin (epithelial)",16
Gene,51021,MRPS16,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51021,mitochondrial ribosomal protein S16,10
Gene,92270,ATP6AP1L,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/92270,"ATPase, H+ transporting, lysosomal accessory protein 1-like",5
Gene,145788,C15orf65,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/145788,chromosome 15 open reading frame 65,15
Gene,7991,TUSC3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7991,tumor suppressor candidate 3,8
Gene,83902,KRTAP17-1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/83902,keratin associated protein 17-1,17
Gene,256223,CDRT15L2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/256223,CMT1A duplicated region transcript 15-like 2,17
Gene,5324,PLAG1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5324,pleiomorphic adenoma gene 1,8
Gene,64135,IFIH1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/64135,interferon induced with helicase C domain 1,2
Gene,55346,TCP11L1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/55346,"t-complex 11, testis-specific-like 1",11
Gene,386676,KRTAP10-9,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/386676,keratin associated protein 10-9,21
Gene,4705,NDUFA10,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/4705,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa",2
Gene,81502,HM13,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/81502,histocompatibility (minor) 13,20
Gene,26341,OR5H1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/26341,"olfactory receptor, family 5, subfamily H, member 1",3
Gene,10827,FAM114A2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10827,"family with sequence similarity 114, member A2",5
Gene,2054,STX2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2054,syntaxin 2,12
Gene,129881,CCDC173,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/129881,coiled-coil domain containing 173,2
Gene,9184,BUB3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9184,BUB3 mitotic checkpoint protein,10
Gene,411,ARSB,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/411,arylsulfatase B,5
Gene,22917,ZP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/22917,zona pellucida glycoprotein 1 (sperm receptor),11
Gene,7403,KDM6A,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7403,lysine (K)-specific demethylase 6A,X
Gene,55798,METTL2B,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/55798,methyltransferase like 2B,7
Gene,26086,GPSM1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/26086,G-protein signaling modulator 1,9
Gene,4133,MAP2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/4133,microtubule-associated protein 2,2
Gene,55179,FAIM,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/55179,Fas apoptotic inhibitory molecule,3
Gene,8612,PPAP2C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8612,phosphatidic acid phosphatase type 2C,19
Gene,765,CA6,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/765,carbonic anhydrase VI,1
Gene,84790,TUBA1C,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/84790,"tubulin, alpha 1c",12
Gene,105376855,LOC105376855,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/105376855,uncharacterized LOC105376855,18
Gene,283870,BRICD5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/283870,BRICHOS domain containing 5,16
Gene,146057,TTBK2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/146057,tau tubulin kinase 2,15
Gene,114112,TXNRD3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/114112,thioredoxin reductase 3,3
Gene,115004,MB21D1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/115004,Mab-21 domain containing 1,6
Gene,27229,TUBGCP4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/27229,"tubulin, gamma complex associated protein 4",15
Gene,100288520,USP17L15,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/100288520,ubiquitin specific peptidase 17-like family member 15,4
Gene,10691,GMEB1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10691,glucocorticoid modulatory element binding protein 1,1
Gene,10072,DPP3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10072,dipeptidyl-peptidase 3,11
Gene,1299,COL9A3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/1299,"collagen, type IX, alpha 3",20
Gene,51321,AMZ2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51321,archaelysin family metallopeptidase 2,17
Gene,93594,TBC1D31,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/93594,"TBC1 domain family, member 31",8
Gene,680,BRS3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/680,bombesin-like receptor 3,X
Gene,389643,NUGGC,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/389643,"nuclear GTPase, germinal center associated",8
Gene,29927,SEC61A1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/29927,Sec61 alpha 1 subunit (S. cerevisiae),3
Gene,23186,RCOR1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/23186,REST corepressor 1,14
Gene,6648,SOD2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/6648,"superoxide dismutase 2, mitochondrial",6
Gene,164633,CABP7,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/164633,calcium binding protein 7,22
Gene,90324,CCDC97,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/90324,coiled-coil domain containing 97,19
Gene,641371,ACOT1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/641371,acyl-CoA thioesterase 1,14
Gene,282679,AQP11,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/282679,aquaporin 11,11
Gene,6045,RNF2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/6045,ring finger protein 2,1
Gene,3654,IRAK1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/3654,interleukin-1 receptor-associated kinase 1,X
Gene,149345,SHISA4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/149345,shisa family member 4,1
Gene,9500,MAGED1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/9500,melanoma antigen family D1,X
Gene,2775,GNAO1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2775,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",16
Gene,102724446,LOC102724446,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/102724446,uncharacterized LOC102724446,1
Gene,8881,CDC16,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8881,cell division cycle 16,13
Gene,108,ADCY2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/108,adenylate cyclase 2 (brain),5
Gene,51154,MRTO4,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/51154,mRNA turnover 4 homolog (S. cerevisiae),1
Gene,105374700,LOC105374700,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/105374700,uncharacterized LOC105374700,5
Gene,256356,GK5,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/256356,glycerol kinase 5 (putative),3
Gene,5457,POU4F1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/5457,POU class 4 homeobox 1,13
Gene,101060569,LOC101060569,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/101060569,golgin subfamily A member 6-like protein 1,15
Gene,4854,NOTCH3,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/4854,notch 3,19
Gene,54876,DCAF16,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/54876,DDB1 and CUL4 associated factor 16,4
Gene,219432,OR4C6,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/219432,"olfactory receptor, family 4, subfamily C, member 6",11
Gene,115273,RAB42,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/115273,"RAB42, member RAS oncogene family",1
Gene,10960,LMAN2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/10960,"lectin, mannose-binding 2",5
Gene,2187,FANCB,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/2187,"Fanconi anemia, complementation group B",X
Gene,341112,WARSP1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/341112,tryptophanyl-tRNA synthetase pseudogene 1,11
Gene,8309,ACOX2,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/8309,"acyl-CoA oxidase 2, branched chain",3
Gene,30815,ST6GALNAC6,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/30815,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",9
Gene,7536,SF1,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/7536,splicing factor 1,11
Gene,56955,MEPE,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/56955,matrix extracellular phosphoglycoprotein,4
Gene,729431,GAGE12E,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/729431,G antigen 12E,X
Gene,124093,CCDC78,Entrez Gene,CC0 1.0,http://identifiers.org/ncbigene/124093,coiled-coil domain containing 78,16
