kind,identifier,name,source,license,url,description,chromosome
Pathway,PC7_4468,Highly calcium permeable nicotinic acetylcholine receptors,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2118,Breakdown of the nuclear lamina,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1589_r82223,Folate-Alcohol and Cancer Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1589_r82223,,
Pathway,PC7_6666,Pyrophosphate hydrolysis,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3283,Displacement of DNA glycosylase by APE1,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1598,Alpha-synuclein signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_4417,HSF1-dependent transactivation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7489,Signaling events mediated by HDAC Class II,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_4334,HDACs deacetylate histones,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP623_r79961,Oxidative phosphorylation,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP623_r79961,,
Pathway,PC7_6788,RMTs methylate histone arginines,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3845,FMO oxidises nucleophiles,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6172,PKA activation in glucagon signalling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4773,Interferon gamma signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1600,Alpha6 beta4 integrin-ligand interactions,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_4161,Glucocorticoid receptor regulatory network,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_5837,NS1 Mediated Effects on Host Pathways,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7745,Synthesis of PG,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1539_r79949,Angiogenesis,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1539_r79949,,
Pathway,PC7_3666,Endosomal Sorting Complex Required For Transport (ESCRT),Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP78_r70014,TCA Cycle,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP78_r70014,,
Pathway,PC7_3014,Deadenylation of mRNA,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3975,Formyl peptide receptors bind formyl peptides and many other ligands,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2677,Conjugation of phenylacetate with glutamine,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP384_r67054,Apoptosis Modulation by HSP70,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP384_r67054,,
Pathway,PC7_4660,IRF3-mediated induction of type I IFN,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7272,SIRT1 negatively regulates rRNA Expression,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP311_r68921,Synthesis and Degradation of Ketone Bodies,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP311_r68921,,
Pathway,PC7_2946,DNA Damage Bypass,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2164,Butyrate Response Factor 1 (BRF1) destabilizes mRNA,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7788,TCR signaling in naïve CD8+ T cells,PID via Pathway Commons,CC0 1.0,,,
Pathway,WP560_r83868,TGF-beta Receptor Signaling,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP560_r83868,,
Pathway,PC7_1522,Activation of ATR in response to replication stress,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP3601_r84331,Composition of Lipid Particles,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP3601_r84331,,
Pathway,PC7_3319,Double-Strand Break Repair,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5873,Nef mediated downregulation of MHC class I complex cell surface expression,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6866,Recycling of bile acids and salts,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6901,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1181,ATF4 activates genes,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2828_r79529,Bladder Cancer,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2828_r79529,,
Pathway,PC7_4531,Hydrolysis of LPE,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3649,Elastic fibre formation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6925,Release of Hh-Np from the secreting cell,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2460,Calnexin/calreticulin cycle,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4214,Glucuronidation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_12488,repression of WNT target genes,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4063,GRB2:SOS provides linkage to MAPK signaling for Integrins,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7490,Signaling events mediated by HDAC Class III,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_1672,Antigen processing: Ubiquitination & Proteasome degradation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7446,Signaling by ERBB4,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6142,PECAM1 interactions,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP666_r68893,Hypothetical Network for Drug Addiction,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP666_r68893,,
Pathway,PC7_12069,mRNA Capping,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1544_r84696,MicroRNAs in cardiomyocyte hypertrophy,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1544_r84696,,
Pathway,PC7_2912,Cytosolic tRNA aminoacylation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2034_r80016,Leptin signaling pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2034_r80016,,
Pathway,PC7_6642,Protein folding,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3876,FasL/ CD95L signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP561_r72035,Heme Biosynthesis,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP561_r72035,,
Pathway,WP465_r79226,Tryptophan metabolism,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP465_r79226,,
Pathway,PC7_3874,Fanconi Anemia pathway,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8355,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2831,Cyclin B2 mediated events,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2857_r80151,Mesodermal Commitment Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2857_r80151,,
Pathway,PC7_3993,G alpha (q) signalling events,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6894,Regulation of RhoA activity,PID via Pathway Commons,CC0 1.0,,,
Pathway,WP107_r78489,Translation Factors,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP107_r78489,,
Pathway,WP696_r72081,Benzo(a)pyrene metabolism,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP696_r72081,,
Pathway,PC7_3071,Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3972,"Formation of the ternary complex, and subsequently, the 43S complex",Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2197_r74852,Endothelin Pathways,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2197_r74852,,
Pathway,PC7_3877,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8677,Validated targets of C-MYC transcriptional activation,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_6869,Reduction of cytosolic Ca++ levels,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6189,PLK1 signaling events,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_3902,Fibronectin matrix formation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4062,GRB2 events in ERBB2 signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_12078,mTOR signaling pathway,PID via Pathway Commons,CC0 1.0,,,
Pathway,WP3594_r84573,Circadian rythm related genes,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP3594_r84573,,
Pathway,PC7_7759,Synthesis of dolichyl-phosphate mannose,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3875,Fanconi anemia pathway,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_7642,Sodium-coupled phosphate cotransporters,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7732,Synthesis of Dolichyl-phosphate,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP272_r84876,Blood Clotting Cascade,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP272_r84876,,
Pathway,PC7_4207,Glucose metabolism,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1550,Activation of gene expression by SREBF (SREBP),Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6942,Respiratory electron transport,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2391,Ca activated K+ channels,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2873_r79696,Aryl Hydrocarbon Receptor Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2873_r79696,,
Pathway,WP691_r79986,Tamoxifen metabolism,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP691_r79986,,
Pathway,PC7_1664,Angiopoietin receptor Tie2-mediated signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,WP45_r80001,G1 to S cell cycle control,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP45_r80001,,
Pathway,PC7_1684,Apoptosis,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8771,WNT ligand biogenesis and trafficking,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3822,FGFR1c ligand binding and activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6643,Proteoglycan syndecan-mediated signaling events,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_3632,Effects of Botulinum toxin,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_5529,Mitotic G2-G2/M phases,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3433,ERK activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8444,Type I hemidesmosome assembly,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2173,C6 deamination of adenosine,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2118_r71265,Arrhythmogenic Right Ventricular Cardiomyopathy,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2118_r71265,,
Pathway,PC7_7269,SHP2 signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_7249,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7289,SLBP independent Processing of Histone Pre-mRNAs,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4470,Highly sodium permeable acetylcholine nicotinic receptors,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6907,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6991,Role of Abl in Robo-Slit signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7268,SHC1 events in ERBB4 signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1530_r84694,miRNA Regulation of DNA Damage Response,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1530_r84694,,
Pathway,WP2516_r84490,ATM Signaling Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2516_r84490,,
Pathway,WP236_r80209,Adipogenesis,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP236_r80209,,
Pathway,PC7_2469,Cap-dependent Translation Initiation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4952,Lectin pathway of complement activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2643_r74251,Nanoparticle-mediated activation of receptor signaling,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2643_r74251,,
Pathway,PC7_6562,Pre-NOTCH Processing in Golgi,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2012_r82900,miRs in Muscle Cell Differentiation,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2012_r82900,,
Pathway,PC7_7778,TAK1 activates NFkB by phosphorylation and activation of IKKs complex,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7483,Signaling by WNT in cancer,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP405_r73594,Eukaryotic Transcription Initiation,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP405_r73594,,
Pathway,PC7_8358,Transport of the SLBP Dependant Mature mRNA,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6745,RAF activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1863,Axon guidance,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8667,VEGFR2 mediated vascular permeability,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8721,Vitamin B2 (riboflavin) metabolism,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5973,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8856,Zinc transporters,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1119,AMPK inhibits chREBP transcriptional activation activity,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4530,Hydrolysis of LPC,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1971_r82939,Integrated Cancer Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1971_r82939,,
Pathway,PC7_2633,Clearance of seratonin,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7646,Sperm Motility And Taxes,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4043,GPCR downstream signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4772,Interferon alpha/beta signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1132,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP364_r83783,IL-6 signaling pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP364_r83783,,
Pathway,PC7_6175,PKB-mediated events,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP288_r80026,NLR Proteins,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP288_r80026,,
Pathway,PC7_1657,Anchoring fibril formation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP619_r71168,Type II interferon signaling (IFNG),WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP619_r71168,,
Pathway,WP437_r79266,EGF/EGFR Signaling Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP437_r79266,,
Pathway,PC7_8716,Visual signal transduction: Rods,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_2829,Cyclin A/B1 associated events during G2/M transition,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4482,Histidine catabolism,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6537,Post-chaperonin tubulin folding pathway,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4583,IGF1R signaling cascade,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3959,Formation of HIV elongation complex in the absence of HIV Tat,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2332_r79525,Interleukin-11 Signaling Pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2332_r79525,,
Pathway,PC7_7436,Signal attenuation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4945,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5871,Nef and signal transduction,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7503,Signalling to ERKs,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4335,HDL-mediated lipid transport,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2830,Cyclin A:Cdk2-associated events at S phase entry,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7372,STING mediated induction of host immune responses,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2333,CREB phosphorylation through the activation of CaMKII,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2500,Carbohydrate metabolism,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7786,TCR signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1581,Aflatoxin activation and detoxification,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3825,FGFR2c ligand binding and activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6792,RNA Polymerase I Promoter Escape,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7504,Signalling to RAS,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2485_r70025,NAD Biosynthesis II (from tryptophan),WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2485_r70025,,
Pathway,PC7_1538,"Activation of NIMA Kinases NEK9, NEK6, NEK7",Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7727,Synthesis of 12-eicosatetraenoic acid derivatives,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7701,Sulfide oxidation to sulfate,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3417,EPHA forward signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_8786,XBP1(S) activates chaperone genes,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2071,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5025,Loss of Function of SMAD2/3 in Cancer,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8229,The citric acid (TCA) cycle and respiratory electron transport,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5773,NGF-independant TRKA activation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3969,Formation of the Editosome,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_10399,a4b7 Integrin signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_7457,Signaling by GPCR,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP692_r69031,Sulfation Biotransformation Reaction,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP692_r69031,,
Pathway,PC7_6848,Rap1 signalling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7751,Synthesis of PIPs at the plasma membrane,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_12080,mTORC1-mediated signalling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_8639,Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_1557,Acyl chain remodeling of DAG and TAG,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1540,Activation of NOXA and translocation to mitochondria,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7435,Signal amplification,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_12271,p53 pathway,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_6918,Regulation of retinoblastoma protein,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_3775,Export of Viral Ribonucleoproteins from Nucleus,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3385,EGFR downregulation,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2625,Class I PI3K signaling events mediated by Akt,PID via Pathway Commons,CC0 1.0,,,
Pathway,WP53_r67360,ID signaling pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP53_r67360,,
Pathway,WP244_r78506,Alpha 6 Beta 4 signaling pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP244_r78506,,
Pathway,PC7_7748,Synthesis of PIPs at the Golgi membrane,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_3358,E-cadherin signaling events,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_1994,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_4653,IRAK1 recruits IKK complex,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_5045,Lysine catabolism,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1816,Assembly of the pre-replicative complex,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1599,Alpha4 beta1 integrin signaling events,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_7341,SOS-mediated signalling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2947,DNA Damage Recognition in GG-NER,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_7501,Signaling mediated by p38-gamma and p38-delta,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_3348,Dual incision reaction in GG-NER,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP2333_r72015,Trans-sulfuration pathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP2333_r72015,,
Pathway,PC7_4921,LDL endocytosis,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_2076,Beta1 integrin cell surface interactions,PID via Pathway Commons,CC0 1.0,,,
Pathway,PC7_8327,Transcriptional regulation of pluripotent stem cells,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_1655,Amyloids,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,PC7_6885,Regulation of IFNA signaling,Reactome via Pathway Commons,CC BY 4.0,,,
Pathway,WP1992_r78296,TarBasePathway,WikiPathways,CC BY 3.0,http://www.wikipathways.org/instance/WP1992_r78296,,
