kind,identifier,name,source,license,url,description,chromosome
Molecular Function,GO:0052650,NADP-retinol dehydrogenase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0052650,,
Molecular Function,GO:0004320,oleoyl-[acyl-carrier-protein] hydrolase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004320,,
Molecular Function,GO:0015111,iodide transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015111,,
Molecular Function,GO:0051747,cytosine C-5 DNA demethylase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051747,,
Molecular Function,GO:0016402,pristanoyl-CoA oxidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016402,,
Molecular Function,GO:0004772,sterol O-acyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004772,,
Molecular Function,GO:0008168,methyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008168,,
Molecular Function,GO:0031013,troponin I binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0031013,,
Molecular Function,GO:0030246,carbohydrate binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030246,,
Molecular Function,GO:0004523,RNA-DNA hybrid ribonuclease activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004523,,
Molecular Function,GO:0071209,U7 snRNA binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071209,,
Molecular Function,GO:0030547,receptor inhibitor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030547,,
Molecular Function,GO:0009374,biotin binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0009374,,
Molecular Function,GO:0051861,glycolipid binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051861,,
Molecular Function,GO:0001077,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0001077,,
Molecular Function,GO:0016290,palmitoyl-CoA hydrolase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016290,,
Molecular Function,GO:0033265,choline binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0033265,,
Molecular Function,GO:0034701,tripeptidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034701,,
Molecular Function,GO:1990825,sequence-specific mRNA binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_1990825,,
Molecular Function,GO:0042301,phosphate ion binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0042301,,
Molecular Function,GO:0052795,exo-alpha-(2->6)-sialidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0052795,,
Molecular Function,GO:0016509,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016509,,
Molecular Function,GO:0004620,phospholipase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004620,,
Molecular Function,GO:0016744,"transferase activity, transferring aldehyde or ketonic groups",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016744,,
Molecular Function,GO:0034190,apolipoprotein receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034190,,
Molecular Function,GO:0070566,adenylyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0070566,,
Molecular Function,GO:0004070,aspartate carbamoyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004070,,
Molecular Function,GO:0004461,lactose synthase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004461,,
Molecular Function,GO:0015293,symporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015293,,
Molecular Function,GO:0070568,guanylyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0070568,,
Molecular Function,GO:0034979,NAD-dependent protein deacetylase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034979,,
Molecular Function,GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004069,,
Molecular Function,GO:0008199,ferric iron binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008199,,
Molecular Function,GO:0015091,ferric iron transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015091,,
Molecular Function,GO:0019706,protein-cysteine S-palmitoyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019706,,
Molecular Function,GO:0030572,phosphatidyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030572,,
Molecular Function,GO:0016763,"transferase activity, transferring pentosyl groups",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016763,,
Molecular Function,GO:0050780,dopamine receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0050780,,
Molecular Function,GO:0048038,quinone binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0048038,,
Molecular Function,GO:0051864,histone demethylase activity (H3-K36 specific),Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051864,,
Molecular Function,GO:0042809,vitamin D receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0042809,,
Molecular Function,GO:0061665,SUMO ligase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0061665,,
Molecular Function,GO:0043125,ErbB-3 class receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043125,,
Molecular Function,GO:0032404,mismatch repair complex binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032404,,
Molecular Function,GO:0008109,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008109,,
Molecular Function,GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003831,,
Molecular Function,GO:0005484,SNAP receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005484,,
Molecular Function,GO:0043539,protein serine/threonine kinase activator activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043539,,
Molecular Function,GO:0003730,mRNA 3'-UTR binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003730,,
Molecular Function,GO:0005412,glucose:sodium symporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005412,,
Molecular Function,GO:0015187,glycine transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015187,,
Molecular Function,GO:0034452,dynactin binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034452,,
Molecular Function,GO:0008513,secondary active organic cation transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008513,,
Molecular Function,GO:0004711,ribosomal protein S6 kinase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004711,,
Molecular Function,GO:0004980,melanocyte-stimulating hormone receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004980,,
Molecular Function,GO:0004714,transmembrane receptor protein tyrosine kinase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004714,,
Molecular Function,GO:0016817,"hydrolase activity, acting on acid anhydrides",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016817,,
Molecular Function,GO:0003684,damaged DNA binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003684,,
Molecular Function,GO:0052853,long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0052853,,
Molecular Function,GO:0015319,sodium:inorganic phosphate symporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015319,,
Molecular Function,GO:0031628,opioid receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0031628,,
Molecular Function,GO:0030984,kininogen binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030984,,
Molecular Function,GO:0004468,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004468,,
Molecular Function,GO:0043015,gamma-tubulin binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043015,,
Molecular Function,GO:0032422,purine-rich negative regulatory element binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032422,,
Molecular Function,GO:0015296,anion:cation symporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015296,,
Molecular Function,GO:0019840,isoprenoid binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019840,,
Molecular Function,GO:0004817,cysteine-tRNA ligase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004817,,
Molecular Function,GO:0005338,nucleotide-sugar transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005338,,
Molecular Function,GO:0004731,purine-nucleoside phosphorylase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004731,,
Molecular Function,GO:0004566,beta-glucuronidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004566,,
Molecular Function,GO:0004887,thyroid hormone receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004887,,
Molecular Function,GO:0019198,transmembrane receptor protein phosphatase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019198,,
Molecular Function,GO:0019826,oxygen sensor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0019826,,
Molecular Function,GO:0036459,thiol-dependent ubiquitinyl hydrolase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0036459,,
Molecular Function,GO:0030586,[methionine synthase] reductase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030586,,
Molecular Function,GO:0031208,POZ domain binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0031208,,
Molecular Function,GO:0046790,virion binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046790,,
Molecular Function,GO:0016832,aldehyde-lyase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016832,,
Molecular Function,GO:0030156,benzodiazepine receptor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030156,,
Molecular Function,GO:0046976,histone methyltransferase activity (H3-K27 specific),Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046976,,
Molecular Function,GO:0015114,phosphate ion transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015114,,
Molecular Function,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003980,,
Molecular Function,GO:0008607,phosphorylase kinase regulator activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008607,,
Molecular Function,GO:0045545,syndecan binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0045545,,
Molecular Function,GO:0015278,calcium-release channel activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015278,,
Molecular Function,GO:0032405,MutLalpha complex binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032405,,
Molecular Function,GO:0008967,phosphoglycolate phosphatase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008967,,
Molecular Function,GO:0008192,RNA guanylyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008192,,
Molecular Function,GO:0051379,epinephrine binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051379,,
Molecular Function,GO:0004886,9-cis retinoic acid receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004886,,
Molecular Function,GO:0038181,bile acid receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0038181,,
Molecular Function,GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004331,,
Molecular Function,GO:0004821,histidine-tRNA ligase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004821,,
Molecular Function,GO:0008353,RNA polymerase II carboxy-terminal domain kinase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008353,,
Molecular Function,GO:0043130,ubiquitin binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0043130,,
Molecular Function,GO:0003690,double-stranded DNA binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0003690,,
Molecular Function,GO:0071633,dihydroceramidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071633,,
Molecular Function,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004169,,
Molecular Function,GO:0098811,"transcriptional repressor activity, RNA polymerase II activating transcription factor binding",Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0098811,,
Molecular Function,GO:0005497,androgen binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005497,,
Molecular Function,GO:0086006,voltage-gated sodium channel activity involved in cardiac muscle cell action potential,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0086006,,
Molecular Function,GO:0008157,protein phosphatase 1 binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008157,,
Molecular Function,GO:0004053,arginase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004053,,
Molecular Function,GO:0071567,UFM1 hydrolase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0071567,,
Molecular Function,GO:0004727,prenylated protein tyrosine phosphatase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004727,,
Molecular Function,GO:0017002,activin-activated receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0017002,,
Molecular Function,GO:0035064,methylated histone binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035064,,
Molecular Function,GO:0046030,inositol trisphosphate phosphatase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0046030,,
Molecular Function,GO:0015228,coenzyme A transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015228,,
Molecular Function,GO:0030955,potassium ion binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030955,,
Molecular Function,GO:0032454,histone demethylase activity (H3-K9 specific),Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0032454,,
Molecular Function,GO:0016918,retinal binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016918,,
Molecular Function,GO:0005198,structural molecule activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005198,,
Molecular Function,GO:0052656,L-isoleucine transaminase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0052656,,
Molecular Function,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0030374,,
Molecular Function,GO:0015143,urate transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015143,,
Molecular Function,GO:0015464,acetylcholine receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015464,,
Molecular Function,GO:0005329,dopamine transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005329,,
Molecular Function,GO:0008083,growth factor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008083,,
Molecular Function,GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015165,,
Molecular Function,GO:0008503,benzodiazepine receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0008503,,
Molecular Function,GO:0035368,selenocysteine insertion sequence binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0035368,,
Molecular Function,GO:0005230,extracellular ligand-gated ion channel activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005230,,
Molecular Function,GO:0005070,SH3/SH2 adaptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005070,,
Molecular Function,GO:0015651,quaternary ammonium group transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015651,,
Molecular Function,GO:0016413,O-acetyltransferase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0016413,,
Molecular Function,GO:0015181,arginine transmembrane transporter activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015181,,
Molecular Function,GO:0005044,scavenger receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0005044,,
Molecular Function,GO:0015002,heme-copper terminal oxidase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0015002,,
Molecular Function,GO:0051380,norepinephrine binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0051380,,
Molecular Function,GO:0004016,adenylate cyclase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004016,,
Molecular Function,GO:0042277,peptide binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0042277,,
Molecular Function,GO:0004645,phosphorylase activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004645,,
Molecular Function,GO:0022839,ion gated channel activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0022839,,
Molecular Function,GO:0055102,lipase inhibitor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0055102,,
Molecular Function,GO:0034235,GPI anchor binding,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0034235,,
Molecular Function,GO:0004948,calcitonin receptor activity,Gene Ontology,CC BY 4.0,http://purl.obolibrary.org/obo/GO_0004948,,
